,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2002-02-13 00:00:00-05:00,1.620128432409022,1.693349891934307,1.6032958650042581,1.691666603088379,76216000,0.0,0.0
1,2002-02-14 00:00:00-05:00,1.7127073418283545,1.7160737592086661,1.670626081147202,1.6832504272460938,11021600,0.0,0.0
2,2002-02-15 00:00:00-05:00,1.683249937148548,1.6874579977805302,1.6580012523022094,1.6748336553573608,8389600,0.0,0.0
3,2002-02-19 00:00:00-05:00,1.6664174250872352,1.6664174250872352,1.57804686486565,1.6075037717819214,7410400,0.0,0.0
4,2002-02-20 00:00:00-05:00,1.615920080342716,1.662209391593933,1.6032955767949013,1.662209391593933,6892800,0.0,0.0
5,2002-02-21 00:00:00-05:00,1.6563182533334786,1.6706258867210497,1.6411689755669618,1.6580015420913696,6976800,0.0,0.0
6,2002-02-22 00:00:00-05:00,1.6706259454888581,1.6706259454888581,1.6159203431510243,1.6285446882247925,3525600,0.0,0.0
7,2002-02-25 00:00:00-05:00,1.6243361497323956,1.6537930561839624,1.605820457933206,1.6411687135696411,3453600,0.0,0.0
8,2002-02-26 00:00:00-05:00,1.6327524316510182,1.6580012774068866,1.6066621021777907,1.6411687135696411,2761600,0.0,0.0
9,2002-02-27 00:00:00-05:00,1.628544785452402,1.6293864299112022,1.5990878715034638,1.6117122173309326,4091200,0.0,0.0
10,2002-02-28 00:00:00-05:00,1.6159200538333172,1.6369606786981925,1.6075037717819214,1.6075037717819214,2751200,0.0,0.0
11,2002-03-01 00:00:00-05:00,1.6032962537472348,1.6453775219351128,1.5974049018852996,1.6302284002304077,1913600,0.0,0.0
12,2002-03-04 00:00:00-05:00,1.6369609141994854,1.6672593092052677,1.634435981062649,1.6580015420913696,3180800,0.0,0.0
13,2002-03-05 00:00:00-05:00,1.6495853051545457,1.6537933666401972,1.6125537540772406,1.6201283931732178,3444800,0.0,0.0
14,2002-03-06 00:00:00-05:00,1.619286760257976,1.6352776829659528,1.6159203431510243,1.6285446882247925,1316800,0.0,0.0
15,2002-03-07 00:00:00-05:00,1.628544397774721,1.733747522171961,1.628544397774721,1.7185982465744019,2700800,0.0,0.0
16,2002-03-08 00:00:00-05:00,1.7084994099905477,1.767413249173931,1.7084994099905477,1.7589969635009766,1600800,0.0,0.0
17,2002-03-11 00:00:00-05:00,1.750579965281384,1.8010774982375692,1.746371904421382,1.7817201614379883,5462400,0.0,0.0
18,2002-03-12 00:00:00-05:00,1.7674131589596889,1.8431594050953606,1.7674131589596889,1.7842457294464111,5819200,0.0,0.0
19,2002-03-13 00:00:00-05:00,1.784245414753809,1.8094941055034175,1.737955934343179,1.7690961360931396,5063200,0.0,0.0
20,2002-03-14 00:00:00-05:00,1.7690955932189354,1.7842448672308169,1.7539463192070537,1.7674123048782349,1696800,0.0,0.0
21,2002-03-15 00:00:00-05:00,1.7674127629364398,1.7758290462939685,1.6748339670581278,1.7127071619033813,1708000,0.0,0.0
22,2002-03-18 00:00:00-05:00,1.7169154060342862,1.7169154060342862,1.6032959699342906,1.62433660030365,2207200,0.0,0.0
23,2002-03-19 00:00:00-05:00,1.6369609536080432,1.6411690150768252,1.5654227849479614,1.5738390684127808,3229600,0.0,0.0
24,2002-03-20 00:00:00-05:00,1.5612146271495049,1.5612146271495049,1.4307627899259818,1.5166085958480835,9236000,0.0,0.0
25,2002-03-21 00:00:00-05:00,1.5166083297710429,1.6201281690597533,1.5166083297710429,1.5780469179153442,4427200,0.0,0.0
26,2002-03-22 00:00:00-05:00,1.5780472777019672,1.6487438085851969,1.5578482918106544,1.62433660030365,2494400,0.0,0.0
27,2002-03-25 00:00:00-05:00,1.6411690813117645,1.6672594166311387,1.6142371015592154,1.6596847772598267,7571200,0.0,0.0
